input_text,label
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] np < XX 3 [RIGHT_OVER] np < XX 2 [RIGHT_EXT] np Desig DE 0 np A/n-> AHn 1 s/#(s\.np) >T->B PE 3 [OT] 4,2
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] np < XX 3 [RIGHT_OVER] np A/n-> AHn 2 [RIGHT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 s\.np)/#(s\.np) > PO 1 s\.np)/.np >B DHv 2 [OT] 2,1
[LEFT_EXT] np Desig DE 0 np\*np > HX 1 np < XX 2 np < XX 3 [LEFT_OVER] s/#(s\.np) >T->B PE 3 [RIGHT_OVER] s/#(s\.np) >T->B PE 2 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np O/v-> VO 1 [OT] 4,2
[LEFT_EXT] np Desig DE 0 np\*np > HX 1 np < XX 2 np < XX 3 [LEFT_OVER] s/#(s\.np) >T->B PE 3 [RIGHT_OVER] s\.np)/.np >B DHv 2 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np O/v-> VO 1 [OT] 2,1
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 [LEFT_OVER] s\.np)/.np >B DHv 2 [RIGHT_OVER] s\.np O/v-> VO 1 [RIGHT_EXT] s\.np Desig DE 0 s\.np Vt/vi-O/v-> VO 1 s\.np Vt/vi-O/v-> VO 2 [OT] 2,0
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] s/.np >T->B OE 3 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 2,0
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np A/n-> AHn 2 [RIGHT_OVER] s/.np >T->B OE 3 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 2,0
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np A/n-> AHn 2 [RIGHT_OVER] s/.np >T->B OE 4 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [LEFT_OVER] s\.np Vt/vi-O/v-> VO 2 [RIGHT_OVER] s\.np Cv/v-< HvC 1 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 np\*np > HX 3 [LEFT_OVER] s\.np)/.np >B DHv 2 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_EXT] s\.np Desig DE 0 s\.np Vt/vi-O/v-> VO 2 s\.np Cv/v-< HvC 1 s\.np Cv/v-< HvC 2 [OT] 2,0
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 3 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_EXT] s\.np Desig DE 0 s\.np Vt/vi-O/v-> VO 2 s\.np Cv/v-< HvC 1 s\.np Cv/v-< HvC 2 [OT] 2,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 3 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_EXT] s\.np Desig DE 0 s\.np Vt/vi-O/v-> VO 2 s\.np Cv/v-< HvC 1 s\.np Cv/v-< HvC 2 [OT] 2,2
[LEFT_EXT] s\.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 [LEFT_OVER] s\.np Cv/v-< HvC 1 [RIGHT_OVER] s\.np)/.np D/v->B DHv 1 [RIGHT_EXT]  [OT] 1,1
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 4 [RIGHT_OVER] s/.np >T->B OE 3 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 4,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 4 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_EXT] s\.np Desig DE 0 s\.np Vt/vi-O/v-> VO 2 s\.np Cv/v-< HvC 1 s\.np Cv/v-< HvC 2 [OT] 2,2
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 4 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_EXT] s\.np Desig DE 0 s\.np Vt/vi-O/v-> VO 2 s\.np Cv/v-< HvC 1 s\.np Cv/v-< HvC 2 [OT] 2,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [LEFT_OVER] s\.np Cv/v-< HvC 1 [RIGHT_OVER] s\.np)/.np D/v->B DHv 1 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [LEFT_OVER] s\.np Cv/v-< HvC 1 [RIGHT_OVER] s\.np Vt/vi-O/v-> VO 2 [RIGHT_EXT]  [OT] 3,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [LEFT_OVER] s\.np Cv/v-< HvC 1 [RIGHT_OVER] s\.np Cv/v-< HvC 1 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [LEFT_OVER] s\.np Cv/v-< HvC 1 [RIGHT_OVER] s\.np Cv/v-< HvC 2 [RIGHT_EXT]  [OT] 3,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [LEFT_OVER] s\.np Cv/v-< HvC 2 [RIGHT_OVER] s\.np Vt/vi-O/v-> VO 2 [RIGHT_EXT]  [OT] 1,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [LEFT_OVER] s\.np Cv/v-< HvC 2 [RIGHT_OVER] s\.np Cv/v-< HvC 1 [RIGHT_EXT]  [OT] 4,2
[LEFT_EXT] np Desig DE 0 s\.np)/#(s\.np) > PO 1 s/#(s\.np) >T->B PE 4 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_EXT] s\.np Desig DE 0 s\.np)/.np D/v->B DHv 1 s\.np Cv/v-< HvC 1 [OT] 2,2
[LEFT_EXT] np Desig DE 0 s\.np)/#(s\.np) > PO 1 s/#(s\.np) >T->B PE 4 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 np > AHn 3 [LEFT_OVER] np\*np > HX 3 [RIGHT_OVER] s/.np >T->B OE 3 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 np > AHn 3 [LEFT_OVER] np\*np > HX 3 [RIGHT_OVER] s/.np >T->B OE 4 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 np > AHn 3 [LEFT_OVER] np\*np > HX 3 [RIGHT_OVER] s/#(s\.np) >T->B PE 4 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 np > AHn 3 [LEFT_OVER] np\*np > HX 3 [RIGHT_OVER] s/.np >T->B OE 5 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 s/.np >T->B OE 3 s/.np >T->B OE 4 s/.np >T->B OE 5 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_OVER] s\.np Vt/vi-O/v-> VO 2 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 s/.np >T->B OE 3 s/.np >T->B OE 4 s/.np >T->B OE 5 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_OVER] s\.np Cv/v-< HvC 1 [RIGHT_EXT] s\.np)/.np Desig DE 0 [OT] 2,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 s/.np >T->B OE 3 s/.np >T->B OE 4 s/.np >T->B OE 5 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_OVER] s\.np Cv/v-< HvC 2 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 s/.np >T->B OE 3 s/.np >T->B OE 4 s/.np >T->B OE 5 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_EXT]  [OT] 3,1
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 s/.np >T->B OE 3 s/.np >T->B OE 4 s/.np >T->B OE 5 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_OVER] s\.np Cv/v-< HvC 1 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 s/.np >T->B OE 3 s/.np >T->B OE 4 s/.np >T->B OE 5 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_OVER] s\.np Cv/v-< HvC 1 [RIGHT_EXT] s\.np)/.np Desig DE 0 [OT] 5,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 s/.np >T->B OE 3 s/.np >T->B OE 4 s/.np >T->B OE 5 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_OVER] s\.np Cv/v-< HvC 2 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 4 [RIGHT_OVER] s\.np)/.np >B DHv 2 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 2,1
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 4 [RIGHT_OVER] s/.np >T->B OE 3 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 2,2
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 4 [RIGHT_OVER] s/.np >T->B OE 4 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 2,2
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 4 [RIGHT_OVER] s/.np >T->B OE 5 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 3,2
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 4 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_EXT] s\.np Desig DE 0 s\.np Vt/vi-O/v-> VO 2 s\.np Cv/v-< HvC 1 s\.np Cv/v-< HvC 2 [OT] 2,2
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] s/.np >T->B OE 5 [RIGHT_OVER] s/.np >T->B OE 3 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 4,2
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] s/.np >T->B OE 5 [RIGHT_OVER] s/.np >T->B OE 4 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 1 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 4,2
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] s/.np >T->B OE 5 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_EXT] s\.np Desig DE 0 s\.np Vt/vi-O/v-> VO 2 s\.np Cv/v-< HvC 1 s\.np Cv/v-< HvC 2 [OT] 2,2
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] s/.np >T->B OE 5 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_EXT] s\.np Desig DE 0 s\.np Vt/vi-O/v-> VO 2 s\.np Cv/v-< HvC 1 s\.np Cv/v-< HvC 2 [OT] 2,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 np\*np > HX 3 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_EXT] s\.np Desig DE 0 s\.np Vt/vi-O/v-> VO 2 s\.np Cv/v-< HvC 1 s\.np Cv/v-< HvC 2 [OT] 4,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 np\*np > HX 3 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_EXT] s\.np Desig DE 0 s\.np)/.np D/v->B DHv 1 s\.np Cv/v-< HvC 1 [OT] 2,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 np\*np > HX 3 [LEFT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] np A/v-> AHn 1 [RIGHT_OVER] np < XX 4 [RIGHT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 s\.np)/#(s\.np) > PO 1 s\.np)/.np >B DHv 2 s\.np O/v-> VO 3 s\.np O/v-> VO 6 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np > AHn 3 [RIGHT_OVER] np < XX 4 [RIGHT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 s\.np)/#(s\.np) > PO 1 s\.np)/.np >B DHv 2 s\.np O/v-> VO 3 s\.np O/v-> VO 6 [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np > AHn 3 [RIGHT_OVER] np < XX 5 [RIGHT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 s\.np)/#(s\.np) > PO 1 s\.np)/.np >B DHv 2 s\.np O/v-> VO 3 s\.np O/v-> VO 6 [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 np\*np > HX 3 np < XX 4 np < XX 5 np < XX 7 [LEFT_OVER] s\.np)/.np >B DHv 2 [RIGHT_OVER] s\.np O/v-> VO 4 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] np/*np)\*np Desig DE 0 np/*np < U1P 1 [LEFT_OVER] np < XX 5 [RIGHT_OVER] np < XX 4 [RIGHT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 s\.np)/#(s\.np) > PO 1 s\.np)/.np >B DHv 2 s\.np O/v-> VO 3 s\.np O/v-> VO 6 [OT] 4,2
[LEFT_EXT] np Desig DE 0 s\.np)/#(s\.np) > PO 1 [LEFT_OVER] s\.np O/v-> VO 4 [RIGHT_OVER] s\.np O/v-> VO 3 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np >B DHv 2 [LEFT_OVER] s\.np O/v-> VO 3 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_EXT]  [OT] 1,1
[LEFT_EXT]  [LEFT_OVER] np < XX 7 [RIGHT_OVER] np < XX 4 [RIGHT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 s\.np)/#(s\.np) > PO 1 s\.np)/.np >B DHv 2 s\.np O/v-> VO 3 s\.np O/v-> VO 6 [OT] 4,0
[LEFT_EXT]  [LEFT_OVER] np < XX 7 [RIGHT_OVER] np < XX 5 [RIGHT_EXT] s\.np)/#(s\.np))/*np Desig DE 0 s\.np)/#(s\.np) > PO 1 s\.np)/.np >B DHv 2 s\.np O/v-> VO 3 s\.np O/v-> VO 6 [OT] 4,0
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 np\*np > HX 3 np < XX 4 np < XX 5 np < XX 7 [LEFT_OVER] s\.np O/v-> VO 3 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 3 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 np\*np > HX 3 np < XX 4 np < XX 5 np < XX 7 [LEFT_OVER] s\.np O/v-> VO 3 [RIGHT_OVER] s\.np O/v-> VO 4 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 np\*np > HX 3 np < XX 4 np < XX 5 np < XX 7 [LEFT_OVER] s\.np O/v-> VO 3 [RIGHT_OVER] s\.np O/v-> VO 3 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 np\*np > HX 3 np < XX 4 np < XX 5 np < XX 7 [LEFT_OVER] s\.np O/v-> VO 3 [RIGHT_OVER] s\.np O/v-> VO 6 [RIGHT_EXT]  [OT] 3,1
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 np\*np > HX 3 np < XX 4 np < XX 5 np < XX 7 [LEFT_OVER] s\.np O/v-> VO 6 [RIGHT_OVER] s\.np O/v-> VO 4 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT] np Desig DE 0 np A/n-> AHn 1 np A/n-> AHn 2 np\*np > HX 3 np < XX 4 np < XX 5 np < XX 7 [LEFT_OVER] s\.np O/v-> VO 6 [RIGHT_OVER] s\.np O/v-> VO 3 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT] np Desig DE 0 [LEFT_OVER] np A/n-> AHn 1 [RIGHT_OVER] s < SP 7 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np A/n-> AHn 2 [RIGHT_OVER] s < SP 7 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] np A/n-> AHn 2 [RIGHT_OVER] s < SP 8 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 np > AHn 3 [LEFT_OVER] np\*np > HX 3 [RIGHT_OVER] s < SP 7 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 np > AHn 3 [LEFT_OVER] np\*np > HX 3 [RIGHT_OVER] s < SP 8 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] np Desig DE 0 np A/v-> AHn 1 np > AHn 3 [LEFT_OVER] np\*np > HX 3 [RIGHT_OVER] s < SP 9 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np < XX 7 [RIGHT_OVER] s < SP 7 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np < XX 7 [RIGHT_OVER] s < SP 8 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] np < XX 7 [RIGHT_OVER] s < SP 9 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT] X\*X)/*X Desig DE 0 [LEFT_OVER] s < SP 9 [RIGHT_OVER] s < SP 7 [RIGHT_EXT]  [OT] 4,2
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 9 [RIGHT_OVER] s\.np)/.np >B DHv 2 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 9 [RIGHT_OVER] s\.np O/v-> VO 6 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 9 [RIGHT_OVER] s < SP 7 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 9 [RIGHT_OVER] s < SP 8 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 9 [RIGHT_OVER] s < SP 9 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] s/#(s\.np) >T->B PE 9 [RIGHT_OVER] s/.np >T->B OE 10 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np)/.np Cv/v-<Bx HvC 3 [OT] 3,2
[LEFT_EXT]  [LEFT_OVER] s/.np >T->B OE 10 [RIGHT_OVER] s\.np O/v-> VO 6 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] s/.np >T->B OE 10 [RIGHT_OVER] s < SP 7 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] s/.np >T->B OE 10 [RIGHT_OVER] s < SP 8 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] s/.np >T->B OE 10 [RIGHT_OVER] s < SP 9 [RIGHT_EXT]  [OT] 2,2
[LEFT_EXT]  [LEFT_OVER] s < SP 14 [RIGHT_OVER] s < SP 7 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT]  [LEFT_OVER] s < SP 14 [RIGHT_OVER] s < SP 8 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT]  [LEFT_OVER] s < SP 14 [RIGHT_OVER] s < SP 9 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT] s\.np)/.np Desig DE 0 [LEFT_OVER] s/#(s\.np) >T->B PE 1 [RIGHT_OVER] s\.np)/.np >B DHv 1 [RIGHT_EXT]  [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] s\.np > VO 1 [RIGHT_OVER] s/.np >T->B OE 2 [RIGHT_EXT]  [OT] 2,0
[LEFT_EXT]  [LEFT_OVER] s\.np Cv/v-< HvC 3 [RIGHT_OVER] s/.np >T->B OE 2 [RIGHT_EXT]  [OT] 4,0
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np ADJ/n-< PQ 1 [LEFT_OVER] s\.np > VO 1 [RIGHT_OVER] s/.np >T->B OE 1 [RIGHT_EXT] s\.np)/.np Desig DE 0 [OT] 2,0
[LEFT_EXT] s\.np)/.np Desig DE 0 [LEFT_OVER] s/.np >T->B OE 1 [RIGHT_OVER] s\.np O/v-> VO 1 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np ADJ/n-< PQ 1 [LEFT_OVER] s\.np > VO 1 [RIGHT_OVER] s < SP 2 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,0
[LEFT_EXT] np Desig DE 0 s\.np > VO 1 [LEFT_OVER] s\.np O/v-> VO 1 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 1,0
[LEFT_EXT] s\.np)/.np Desig DE 0 [LEFT_OVER] s < SP 2 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 4,2
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np ADJ/n-< PQ 1 [LEFT_OVER] s\.np Cv/v-< HvC 2 [RIGHT_OVER] s\.np O/v-> VO 1 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np ADJ/n-< PQ 1 [LEFT_OVER] s\.np Cv/v-< HvC 2 [RIGHT_OVER] s < SP 2 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,2
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np ADJ/n-< PQ 1 [LEFT_OVER] s\.np Cv/v-< HvC 2 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,2
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np ADJ/n-< PQ 1 [LEFT_OVER] s\.np Cv/v-< HvC 2 [RIGHT_OVER] s\.np Cv/v-< HvC 3 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 3,1
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np ADJ/n-< PQ 1 [LEFT_OVER] s\.np Cv/v-< HvC 3 [RIGHT_OVER] s < SP 2 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 4,0
[LEFT_EXT] np/*np)\*(np/*np) Desig DE 0 np/*np ADJ/n-< PQ 1 [LEFT_OVER] s\.np Cv/v-< HvC 3 [RIGHT_OVER] s\.np)/.np Cv/v-<Bx HvC 1 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 4,0
[LEFT_EXT]  [LEFT_OVER] np Hn/v-> AHn 2 [RIGHT_OVER] s\.np > VO 1 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np O/v-> VO 1 [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] np Hn/v-> AHn 2 [RIGHT_OVER] s\.np Cv/v-< HvC 3 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
[LEFT_EXT]  [LEFT_OVER] np Hn/v-> AHn 2 [RIGHT_OVER] np Hn/v-> AHn 3 [RIGHT_EXT] s\.np)/.np Desig DE 0 s\.np O/v-> VO 1 [OT] 3,2
[LEFT_EXT]  [LEFT_OVER] np Hn/v-> AHn 2 [RIGHT_OVER] np Hn/v-> AHn 5 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 3,1
[LEFT_EXT]  [LEFT_OVER] np Hn/v-> AHn 3 [RIGHT_OVER] s\.np Cv/v-< HvC 3 [RIGHT_EXT] np/*np)\*np Desig DE 0 [OT] 2,1
